 Domain ID                                                                                                                                          Annotation                                                                                                                                                                                                       Annotation Members in Network  Annotation Members in Network Count  Summed Significance Score  Enrichment P-value  Enrichment Q-value  Depletion P-value  Depletion Q-value
        46                                                                                                                                nucleus localization                                                                                                                                                                                                            ARP1;CIK1;DYN2;TUB1;TUB3                                    5                  60.000000               0.001            0.073895              1.000                1.0
        46                                                                                                                 positive regulation of MAPK cascade                                                                                                                                                                                                            AHK1;HOS2;PBS2;SIF2;SNT1                                    5                  60.000000               0.001            0.073895              1.000                1.0
        46                                                                            positive regulation of stress-activated protein kinase signaling cascade                                                                                                                                                                                                                      HOS2;SIF2;SNT1                                    3                  60.000000               0.001            0.073895              1.000                1.0
        46                                                                                                                          regulation of MAPK cascade                                                                                                                                                                                                            AHK1;HOS2;PBS2;SIF2;SNT1                                    5                  60.000000               0.001            0.073895              1.000                1.0
        46                                                                                     regulation of stress-activated protein kinase signaling cascade                                                                                                                                                                                                                      HOS2;SIF2;SNT1                                    3                  60.000000               0.001            0.073895              1.000                1.0
        46                                                                                                   stress-activated protein kinase signaling cascade                                                                                                                                                                                                            HOG1;HOS2;PBS2;SIF2;SNT1                                    5                  60.000000               0.001            0.073895              1.000                1.0
        46                                                                                            nuclear migration by microtubule mediated pushing forces                                                                                                                                                                                                                           TUB1;TUB3                                    2                  29.897000               0.032            1.000000              1.000                1.0
        47                                                                              spliceosomal conformational changes to generate catalytic conformation                                                                                                                                       BRR2;CDC40;CEF1;IST3;ISY1;PRP16;PRP19;PRP2;PRP38;PRP4;PRP45;PRP8;SLU7;SNU114;SPP381;SYF1;YJU2                                   17                 180.000000               0.001            0.175500              1.000                1.0
        47                                                                                                                  mRNA cis splicing, via spliceosome                                                                                                                                                                        CBC2;CLF1;CWC15;PRP21;PRP39;PRP40;PRP42;PRP8;PRP9;SNU66;YHC1                                   11                 171.718733               0.001            0.175500              1.000                1.0
        47                                                                             generation of catalytic spliceosome for second transesterification step                                                                                                                                                                                          CDC40;CEF1;ISY1;PRP16;PRP45;PRP8;SLU7;YJU2                                    8                 162.000000               0.001            0.175500              0.972                1.0
        47                                                                                                                        mRNA splice site recognition                                                                                                                                                                                     CDC40;ISY1;LUC7;NAM8;PRP39;PRP42;PRP8;PRP9;YHC1                                    9                 162.000000               0.001            0.175500              0.980                1.0
        47                                                                                                                       spliceosomal complex assembly                                                                                                                                    CDC40;CLF1;CUS1;EXO84;HSH155;IST3;ISY1;LUC7;NAM8;PRP11;PRP39;PRP42;PRP8;PRP9;RDS3;RSE1;SPT5;YHC1                                   18                 162.000000               0.001            0.175500              0.916                1.0
        47                                                                              generation of catalytic spliceosome for first transesterification step                                                                                                                                                                                             IST3;PRP19;PRP2;SNU114;SPP381;SYF1;YJU2                                    7                 140.445110               0.001            0.200571              0.996                1.0
        47                                                                                                                     mRNA 3'-splice site recognition                                                                                                                                                                                                                     CDC40;ISY1;PRP8                                    3                 121.479575               0.001            0.200571              0.996                1.0
        49                                                                                                                  polyphosphate biosynthetic process                                                                                                                                                                                                                      VTC1;VTC4;VTC5                                    3                 102.000000               0.001            0.093600              1.000                1.0
        49                                                                                                                     polyphosphate metabolic process                                                                                                                                                                                     PHO87;PHO90;PHO91;VPH1;VTC1;VTC2;VTC3;VTC4;VTC5                                    9                 102.000000               0.001            0.093600              1.000                1.0
        49                                                                                                               potassium ion transmembrane transport                                                                                                                                                                                                          QDR2;SAP185;VCX1;VNX1;YVC1                                    5                 102.000000               0.001            0.093600              1.000                1.0
        49                                                                                                                             potassium ion transport                                                                                                                                                                                                          QDR2;SAP185;VCX1;VNX1;YVC1                                    5                 102.000000               0.001            0.093600              1.000                1.0
        49                                                                                                                  sodium ion transmembrane transport                                                                                                                                                                                                                           VNX1;YVC1                                    2                 102.000000               0.001            0.093600              1.000                1.0
        49                                                                                                               phosphate ion transmembrane transport                                                                                                                                                                                                         MIR1;PHO87;PHO90;PHO91;SYG1                                    5                  81.529960               0.004            0.330353              1.000                1.0
        49                                                                                                           cellular response to phosphate starvation                                                                                                                                                                                                                           PHM8;SYG1                                    2                  49.085715               0.036            1.000000              1.000                1.0
        49                                                                                                  basic amino acid transmembrane import into vacuole                                                                                                                                                                                                                           VSB1;YPQ2                                    2                  44.837798               0.048            1.000000              1.000                1.0
        49                                                                                                                      cellular hyperosmotic response                                                                                                                                                                                                                      GPD1;PBS2;VPH1                                    3                  44.837798               0.048            1.000000              1.000                1.0
        50                                                                                                          cellular bud neck septin ring organization                                                                                                                                                                                                                          CDC11;SHS1                                    2                  21.000000               0.001            0.093600              1.000                1.0
        50                                                                                                                                septin ring assembly                                                                                                                                                                                           BNI5;CBF2;CDC10;CDC12;CDC3;GIN4;SHS1;SKP1                                    8                  21.000000               0.001            0.093600              1.000                1.0
        50                                                                                                                  endoplasmic reticulum polarization                                                                                                                                                                                                                           SCS2;SHS1                                    2                  14.678370               0.008            0.702000              1.000                1.0
        50                                                                                                                        maintenance of cell polarity                                                                                                                                                                                                                     CDC12;OSH3;PXL1                                    3                  13.445731               0.012            0.936000              1.000                1.0
        50                                                                                                                         cellular bud site selection                                                                                                                                                                          BUD31;BUD32;BUD4;CDC24;CHS5;ERV14;MYO3;MYO5;NBA1;PAN1;VRP1                                   11                  11.892790               0.020            1.000000              1.000                1.0
        52                                                                                                            protein localization to nuclear envelope                                                                                                                                                                                                     MLP1;NUP145;NUP157;NUP170;NUP57                                    5                  22.795880               0.001            0.117000              1.000                1.0
        52                                                                                                      protein localization to nuclear inner membrane                                                                                                                                                                                                          NUP145;NUP157;NUP170;NUP57                                    4                  22.795880               0.001            0.117000              1.000                1.0
        52                                                                                                                           nuclear pore localization                                                                                                                                                                                              NUP120;NUP133;NUP145;NUP84;NUP85;SEC13                                    6                  18.000000               0.001            0.117000              0.996                1.0
        52                                                                                                                           nuclear pore organization                                                                                                                                                  DYN2;KAP95;NDC1;NIC96;NUP157;NUP170;NUP188;NUP53;NUP57;POM152;POM34;RTN1;SNL1;YOP1                                   14                  18.000000               0.001            0.117000              0.992                1.0
        52                                                                                                                       nuclear pore complex assembly                                                                                                                                                                                                  DYN2;KAP95;NUP157;NUP170;RTN1;YOP1                                    6                  15.571160               0.004            1.000000              1.000                1.0
        53                                                                                                              cellular response to nitrogen compound                                                                                                                                                                                                                     DAL82;KOG1;YPK1                                    3                  26.891463               0.012            1.000000              1.000                1.0
        53                                                                                                        cellular response to organonitrogen compound                                                                                                                                                                                                                          DAL82;KOG1                                    2                  26.891463               0.012            1.000000              1.000                1.0
        53                                                                                               regulation of IRE1-mediated unfolded protein response                                                                                                                                                                                                                           ISW1;KIN2                                    2                  26.891463               0.012            1.000000              1.000                1.0
        53                                                                                                                          premeiotic DNA replication                                                                                                                                                                                                                           LGE1;POL1                                    2                  25.142320               0.016            1.000000              1.000                1.0
        53                                                                                                             IRE1-mediated unfolded protein response                                                                                                                                                                                                                IRE1;ISW1;KIN2;SPT20                                    4                  23.785580               0.020            1.000000              1.000                1.0
        53                                                                                         establishment or maintenance of actin cytoskeleton polarity                                                                                                                                                                                                                           CBK1;MLF3                                    2                  23.785580               0.020            1.000000              1.000                1.0
        53                                                                                               establishment or maintenance of cytoskeleton polarity                                                                                                                                                                                                                           CBK1;MLF3                                    2                  23.785580               0.020            1.000000              1.000                1.0
        53                                                                                                   negative regulation of lipid biosynthetic process                                                                                                                                                                                                                 GTS1;MOT3;SEI1;YPK1                                    4                  22.677043               0.024            1.000000              1.000                1.0
        53                                                                                                      negative regulation of lipid metabolic process                                                                                                                                                                                                                 GTS1;MOT3;SEI1;YPK1                                    4                  22.677043               0.024            1.000000              1.000                1.0
        53                                                                                                            regulation of lipid biosynthetic process                                                                                                                                                                                                       GTS1;MOT3;NPR1;NTE1;SEI1;YPK1                                    6                  20.927900               0.032            1.000000              1.000                1.0
        53                                                                                                                      budding cell apical bud growth                                                                                                                                                                                                           BNI1;BOI1;CBK1;CDC28;TAO3                                    5                  19.571160               0.040            1.000000              1.000                1.0
        53                                                                                                                  cellular response to acid chemical                                                                                                                                                                                                              KOG1;NTH1;TPS1;YNL190W                                    4                  19.571160               0.040            1.000000              1.000                1.0
        53                                                                                                                           response to acid chemical                                                                                                                                                                                                              KOG1;NTH1;TPS1;YNL190W                                    4                  19.571160               0.040            1.000000              1.000                1.0
        54                                                                                                   positive regulation of transcription by galactose                                                                                                                                                                                                                 SRB8;SSN2;SSN3;SSN8                                    4                  63.000000               0.001            0.200571              1.000                1.0
        54                                                                   positive regulation of transcription from RNA polymerase II promoter by galactose                                                                                                                                                                                                                           SSN2;SSN3                                    2                  63.000000               0.001            0.200571              1.000                1.0
        54                                                                                                 establishment of protein localization to chromosome                                                                                                                                                                                                                          GAL11;SIN4                                    2                  34.015564               0.024            1.000000              1.000                1.0
        54                                                                                                                                     gene conversion                                                                                                                                                                                                                           POL2;SOH1                                    2                  34.015564               0.024            1.000000              1.000                1.0
        54                                                                                   regulation of establishment of protein localization to chromosome                                                                                                                                                                                                                          GAL11;SIN4                                    2                  34.015564               0.024            1.000000              1.000                1.0
        54                                                                             regulation of ribosomal protein gene transcription by RNA polymerase II                                                                                                                                                                                                                 HMO1;HOT1;IFH1;SRB2                                    4                  31.391850               0.032            1.000000              1.000                1.0
        55                                                                                               negative regulation of rDNA heterochromatin formation                                                                                                                                                                                           CTI6;DEP1;PHO23;RPD3;RXT2;SAP30;SDS3;SIN3                                    8                  33.000000               0.001            0.050143              1.000                1.0
        55                                                                                                                         rDNA chromatin condensation                                                                                                                                                                                                       HMO1;RPD3;SIN3;SMC4;TOF2;YCG1                                    6                  33.000000               0.001            0.050143              1.000                1.0
        55                                                                                                        regulation of rDNA heterochromatin formation                                                                                                                                                                                           CTI6;DEP1;PHO23;RPD3;RXT2;SAP30;SDS3;SIN3                                    8                  33.000000               0.001            0.050143              1.000                1.0
        55                                                                                        negative regulation of G1/S transition of mitotic cell cycle                                                                                                                                                                                                                           ASH1;BRE1                                    2                  23.066010               0.008            0.351000              1.000                1.0
        55                                                                                             negative regulation of reciprocal meiotic recombination                                                                                                                                                                                                                           RPD3;SET2                                    2                  19.754680               0.016            0.641829              1.000                1.0
        55                                                                                                      regulation of reciprocal meiotic recombination                                                                                                                                                                                                                      RPD3;SET2;SWI6                                    3                  18.688670               0.020            0.780000              1.000                1.0
        56                                                                                                                  regulation of nitrogen utilization                                                                                                                                                                                                                    DAL82;URE2;VID30                                    3                  10.193820               0.020            1.000000              1.000                1.0
        56                                                                                                                  intracellular nitrogen homeostasis                                                                                                                                                                                                          ADY2;ATO2;DAL82;URE2;VID30                                    5                   9.317052               0.028            1.000000              1.000                1.0
        57                                                                                                  negative regulation of antisense RNA transcription                                                                                                                                                                                                                 EAF3;ISW2;RCO1;SET2                                    4                  16.197888               0.024            1.000000              1.000                1.0
        57                                                                                                           regulation of antisense RNA transcription                                                                                                                                                                                                                 EAF3;ISW2;RCO1;SET2                                    4                  16.197888               0.024            1.000000              1.000                1.0
        57                                                                                                                   regulation of ncRNA transcription                                                                                                                                                                                                                 EAF3;ISW2;RCO1;SET2                                    4                  16.197888               0.024            1.000000              1.000                1.0
        57                                                                                                                     antisense RNA metabolic process                                                                                                                                                                                                            EAF3;ISW2;RCO1;RRP6;SET2                                    5                  15.528420               0.028            1.000000              1.000                1.0
        58                                                                                                            cellular response to nitrogen starvation                                                                                                                                                                                                                          CCL1;KIN28                                    2                  18.000000               0.001            0.234000              1.000                1.0
        58                                                                                            positive regulation of Atg1/ULK1 kinase complex assembly                                                                                                                                                                                                                          CCL1;KIN28                                    2                  18.000000               0.001            0.234000              1.000                1.0
        58                                                                                                                 regulation of mitotic recombination                                                                                                                                                                                                                 HST1;RAD3;SSL2;TOP2                                    4                  18.000000               0.001            0.234000              1.000                1.0
        58                                                                                                            positive regulation of DNA recombination                                                                                                                                                                                                                BDF1;CDC28;RAD3;SWI6                                    4                  11.524913               0.012            1.000000              1.000                1.0
        58                                                                    recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex                                                                                                                                                                                                               CDC73;KIN28;RPB4;RTF1                                    4                  10.775280               0.016            1.000000              1.000                1.0
        59                                                                                  positive regulation of metaphase/anaphase transition of cell cycle                                                                                                                                                                                                         APC11;APC5;CDC16;CDC23;MND2                                    5                  36.000000               0.001            0.108000              1.000                1.0
        59                                                                                                             positive regulation of nuclear division                                                                                                                                                                                               APC11;APC5;CDC16;CDC23;CPR1;MND2;SWI6                                    7                  36.000000               0.001            0.108000              1.000                1.0
        59                                                                                                                   protein K11-linked ubiquitination                                                                                                                                                                                                            APC1;APC2;APC4;APC5;DOC1                                    5                  36.000000               0.001            0.108000              1.000                1.0
        59                                                                                              anaphase-promoting complex-dependent catabolic process                                                                                                                                                                         APC1;APC11;APC2;APC4;APC5;CDC16;CDC23;CDC26;CDC27;DOC1;MND2                                   11                  28.775280               0.004            0.374400              1.000                1.0
        59                                                                                        negative regulation of proteasomal protein catabolic process                                                                                                                                                                                                                           MND2;UBP6                                    2                  23.049825               0.012            0.886737              1.000                1.0
        59                                                                            negative regulation of proteolysis involved in protein catabolic process                                                                                                                                                                                                                           MND2;UBP6                                    2                  23.049825               0.012            0.886737              1.000                1.0
        59                                                                                        regulation of mitotic cell cycle spindle assembly checkpoint                                                                                                                                                                                                                          CDC55;MND2                                    2                  21.550560               0.016            1.000000              1.000                1.0
        59                                                                                                      positive regulation of chromosome organization                                                                                                                                                                                                                HSP82;MND2;RFA1;SBA1                                    4                  16.278568               0.044            1.000000              1.000                1.0
        60                                                                                                           meiotic DNA double-strand break formation                                                                                                                                                                                                 BRE1;MCM21;RTF1;SET1;SPP1;SWD3;YCG1                                    7                  18.000000               0.001            0.702000              1.000                1.0
        60                                                                                             regulation of meiotic DNA double-strand break formation                                                                                                                                                                                                           MCM21;SET1;SPP1;SWD3;YCG1                                    5                  18.000000               0.001            0.702000              1.000                1.0
        61                                                                                                            Arp2/3 complex-mediated actin nucleation                                                                                                                                               ABP1;ARC15;ARC18;ARC19;ARC35;ARC40;ARP2;ARP3;LAS17;LSB1;MYO3;MYO5;PAN1;SLA1;SLA2;VRP1                                   16                  42.000000               0.001            0.066857              1.000                1.0
        61                                                                                                                       actin filament polymerization                                                                                                                                                         ABP1;AIM21;ARC15;ARC18;ARC19;ARC35;BNI1;CAP1;CAP2;LAS17;PFY1;SLA1;TDA2;TWF1                                   14                  42.000000               0.001            0.066857              1.000                1.0
        61                                                                                                                                    actin nucleation                                                                                                                                     ABP1;ARC15;ARC18;ARC19;ARC35;ARC40;ARP2;ARP3;BNI1;HOF1;LAS17;LSB1;MYO3;MYO5;PAN1;SLA1;SLA2;VRP1                                   18                  42.000000               0.001            0.066857              1.000                1.0
        61                                                                                                            actin polymerization or depolymerization                                                                                                                                                    ABP1;AIM21;ARC15;ARC18;ARC19;ARC35;BNI1;CAP1;CAP2;COF1;LAS17;PFY1;SLA1;TDA2;TWF1                                   15                  42.000000               0.001            0.066857              1.000                1.0
        61                                                                                                                           ascospore wall biogenesis                                                                                                                                                                                             ACT1;ARP2;CHS3;CHS5;END3;GSC2;SWM1;YVH1                                    8                  42.000000               0.001            0.066857              1.000                1.0
        61                                                                                                         establishment of mitochondrion localization                                                                                                                                                                                                              AIM21;ARC18;ARP2;MDM10                                    4                  42.000000               0.001            0.066857              1.000                1.0
        61                                                                                     negative regulation of Arp2/3 complex-mediated actin nucleation                                                                                                                                                                                                                      LSB1;SLA1;SLA2                                    3                  42.000000               0.001            0.066857              1.000                1.0
